id,nội dung câu hỏi,Bloom_Label
381,Đọc văn bản sau và cho biết phương châm hội thoại nào đã không được tuân thủ Một anh không làm nghề ngỗng gì chỉ ăn bám vào bố Có ông thầy coi tướng cho bảo Cả hai bố con anh đều sống thọ Bố anh sống đến tám mươi còn anh ít ra cũng hơn bảy mươi Nghe nói thế anh ta khóc òa lên Thầy tướng lấy làm lạ hỏi Tôi bảo bố con anh đều sống thọ cả cớ sao anh lại khóc Anh ta mếu máo Như thế thì đến khi bố tôi chết tôi còn sống mười năm nữa ông bảo thế ai nuôi tôi mà tôi chẳng khóc Truyện cười dân gian,Understand
382,Đọc văn bản sau và cho biết phương châm hội thoại nào đã không được tuân thủ Một ông trọc phú đang tiếp những khách sang Bỗng có một người đầy tớ cầm cái giấy vào thưa rằng Thưa ông có người nhà cụ Chánh đưa thư này và đang đợi ông trả lời Ông trọc phú vốn dốt đặc nhưng trước mặt các quý khách không lẽ nhờ người đọc hộ mới giả vờ mở giấy ra đọc rồi trả lời rằng Bảo nó cứ về đi rồi chốc nữa tao sang Nhưng tên người nhà cụ Chánh đã bước vào gãi đầu gãi tai thưa rằng Thưa cụ ông chủ con sai con sang mượn cụ con ngựa kia ạ Truyện cười dân gian,Understand
383,Đọc văn bản sau và cho biết phương châm hội thoại nào đã không được tuân thủ Đánh quân ngũ sách Lính huyện đi tuần đêm bắt được đám đánh tổ tôm Sáng hôm sau đem lên công đường để tâng công Quan chưa biết việc gì cứ bảo nọc ra đánh Lính cầm roi hỏi Bẩm quan đánh bao nhiêu ạ Quan đang dở ngủ dở thức mơ màng đến quan bài đánh cho cụ thượng ù lúc gà gáy bảo Đánh quân ngũ sách,Understand
384,Đọc văn bản sau và cho biết phương châm hội thoại nào đã không được tuân thủ Một bà già tới phòng bán vé mấy bay hỏi Xin làm ơn cho biết từ Madrid đến Mêhico bay hết bao lâu Nhân viên đang bận đáp 1 phút nhé Xin cảm ơn Bà giá đáp và đi ra,Understand
385,Đọc văn bản sau và cho biết phương châm hội thoại nào đã không được tuân thủ Những sự thật lịch sử không thể chối cãi nhằm lên án kết tội thực dân Pháp trong 80 năm thống trị đất nước ta Chúng lập ra nhà tù nhiều hơn trường học Chúng thẳng tay chém giết những người yêu nước thương nòi của ta Chúng tắm các cuộc khởi nghĩa của ta trong những bể máu Chúng ràng buộc dư luận thi hành chính sách ngu dân Chúng dùng thuốc phiện rượu cồn để làm cho nòi giống ta suy nhược trích Tuyên ngôn độc lập,Understand
386,Người nói cần căn cứ vào điều gì để lựa chọn từ ngữ xưng hô cho phù hợp,Understand
387,Tìm các từ xưng hô trong đoạn thơ sau Vẫn vững lòng bà dặn cháu đinh ninh Bố ở chiến khu bố còn việc bố Mày có viết thư chớ kể này kể nọ Cứ bảo ở nhà vẫn được bình yên,Create
388,Từ xưng hô có thể cho ta biết điều gì,Understand
389,Nhận định nào sau đây nói đúng nhất những việc chúng ta cần phải làm khi muốn lựa chọn đúng từ ngữ xưng hô trong hội thoại,Understand
390,Dòng nào có chứa từ ngữ không phải là từ ngữ xưng hô trong hội thoại,Understand
391,Xưng hô trong hội thoại được hiểu là,Remember
392,Trong nói chuyện trực tiếp xưng hô là hành động diễn ra thường xuyên liên tục và nó là lời nói của ai,Remember
393,Trong câu Chúng ta muốn hòa bình chúng ta phải nhân nhượng nhưng chúng ta càng nhân nhượng thực dân Pháp càng lấn tới vì chúng quyết tâm cướp nước ta một lần nữa Không Chúng ta thà hy sinh tất cả chứ nhất định không chịu mất nước nhất định không chịu làm nô lệ Từ chúng ta trong câu trên chủ tịch Hồ Chí Minh dùng để chỉ những ai,Understand
394,Đọc câu văn sau và trả lời câu hỏi Chúng tôi tham dự Hội nghị cấp cao thế giới về trẻ em để cùng nhau cam kết và ra lời kêu gọi khẩn thiết với toàn thể nhân loại Hãy bảo đảm cho tất cả trẻ em một tương lai tốt đẹp hơn Theo Ngữ văn 9 tập một Từ chúng tôi trong câu văn trên được ai dùng,Apply
395,Ý nào dưới đây không bao gồm những từ ngữ xưng hô trong hội thoại,Understand
396,Trong câu văn Thằng kia Ông tưởng mày chết đêm qua còn sống đấy à Nộp tiền sưu Mau từ ngữ xưng hô thuộc từ loại gì,Understand
397,Tìm các từ xưng hô trong cuộc hội thoại dưới đây Bu mày đâu Bẩm bà bu con đi vắng Đi vắng Đi vắng mãi Mày về bảo con mẹ mày nội ngày mai không trả tiền tao thì tao đào mả lên đấy Cái giống chỉ biết ăn không Nam Cao,Understand
398,Thế nào là xưng hô trong hội thoại,Understand
399,Người nói cần căn cứ vào điều gì để lựa chọn từ ngữ xưng hô cho phù hợp,Understand
400,Đâu là nhận xét chính xác về hệ thống từ ngữ xưng hô trong tiếng Việt,Evaluate
401,Trong câu Thằng kia Ông tưởng mày chết đêm qua còn sống đấy à Nộp tiền sưu Mau từ ngữ xưng hô thuộc từ loại gì,Understand
402,Dòng nào dưới đây không phải từ ngữ xưng hô trong hội thoại,Understand
403,Nhận định nào nói đúng nhất khi chúng ta muốn lựa chọn từ ngữ xưng hô trong hội thoại,Understand
404,Trong câu Chúng tôi tham dự Hội nghị cấp cao thế giới về trẻ em để cùng nhau cam kết và ra lời kêu gọi khẩn thiết với toàn thể nhân loại Hãy đảm bảo cho tất cả trẻ em một tương lai tốt đẹp hơn Từ chúng tôi trong câu trên được ai dùng,Apply
405,Đọc đoạn trích sau và trả lời câu hỏi Lão Hạc thổi cái mồi rơm châm đóm Tôi đã thông điếu và bỏ thuốc rồi Tôi mời lão hút trước Nhưng lão không nghe Ông giáo hút trước đi Lão đưa đóm cho tôi Tôi xin cụ Và tôi cầm lấy đóm vo viên một điếu Tôi rít một hơi xong thông điếu rồi mới đặt vào lòng lão Lão bỏ thuốc nhưng chưa hút vội Lão cầm lấy đóm gạt tàn và bảo Có lẽ tôi bán con chó đấy ông giáo ạ Lão Hạc Nam Cao Từ ngữ xưng hô của lão Hạc với ông giáo là gì,Remember
406,Cách xưng hô trên thể hiện lão Hạc là người như thế nào,Understand
407,Đọc đoạn trích sau và trả lời câu hỏi Lão Hạc thổi cái mồi rơm châm đóm Tôi đã thông điếu và bỏ thuốc rồi Tôi mời lão hút trước Nhưng lão không nghe Ông giáo hút trước đi Lão đưa đóm cho tôi Tôi xin cụ Và tôi cầm lấy đóm vo viên một điếu Tôi rít một hơi xong thông điếu rồi mới đặt vào lòng lão Lão bỏ thuốc nhưng chưa hút vội Lão cầm lấy đóm gạt tàn và bảo Có lẽ tôi bán con chó đấy ông giáo ạ Lão Hạc Nam Cao Từ cách xưng hô trên ta rút ra bài học gì trong xưng hô,Evaluate
408,Thế nào là xưng hô trong hội thoại,Understand
409,Người nói cần căn cứ vào điều gì để lựa chọn từ ngữ xưng hô cho phù hợp,Understand
410,Trong câu Thằng kia Ông tưởng mày chết đêm qua còn sống đấy à Nộp tiền sưu Mau từ ngữ xưng hô thuộc từ loại gì,Understand
411,Dòng nào dưới đây không phải từ ngữ xưng hô trong hội thoại,Understand
412,Nhận định nào nói đúng nhất khi chung ta muốn lựa chọn từ ngữ xưng hô trong hội thoại,Understand
413,Trong câu Chúng tôi tham dự Hội nghị cấp cao thế giới về trẻ em để cùng nhau cam kết và ra lời kêu gọi khẩn thiết với toàn thể nhân loại Hãy đảm bảo cho tất cả trẻ em một tương lai tốt đẹp hơn Từ chúng tôi trong câu trên được ai dùng,Apply
414,Trong nói chuyện trực tiếp xưng hô là hành động diễn ra thường xuyên liên tục và nó là lời nói của ai,Remember
415,Trong câu Chúng ta muốn hòa bình chúng ta phải nhân nhượng nhưng chúng ta càng nhân nhượng thực dân Pháp càng lấn tới vì chúng quyết tâm cướp nước ta một lần nữa Không Chúng ta thà hy sinh tất cả chứ nhất định không chịu mất nước nhất định không chịu làm nô lệ Từ chúng ta trong câu trên chủ tịch Hồ Chí Minh dùng để chỉ những ai,Understand
416,Tìm các từ xưng hô trong cuộc hội thoại dưới đây Bu mày đâu Bẩm bà bu con đi vắng Đi vắng Đi vắng mãi Mày về bảo con mẹ mày nội ngày mai không trả tiền tao thì tao đào mả lên đấy Cái giống chỉ biết ăn không Nam Cao,Understand
417,Tìm các từ xưng hô trong đoạn thơ sau Vẫn vững lòng bà dặn cháu đinh ninh Bố ở chiến khu bố còn việc bố Mày có viết thư chớ kể này kể nọ Cứ bảo ở nhà vẫn được bình yên,Create
418,Từ xưng hô có thể cho ta biết điều gì,Understand
419,Kết thúc tác phẩm Chuyện người con gái Nam Xương là kết thúc có hậu đúng hay sai,Apply
420,Tác phẩm có giá trị tố cáo xã hội phong kiến bất công trọng nam khinh nữ chiến tranh phi nghĩa ngăn cản hạnh phúc của con người Đúng hay sai,Apply
421,Câu văn Ngày qua tháng lại thoắt đã nửa năm mỗi khi thấy bướm lượn đầy vườn mây che kín núi thì nỗi buồn góc bể chân trời không thể nào ngăn được mang ý nghĩa gì,Evaluate
422,Câu nào trong lời trăn trối của bà mẹ nói lên sự ghi nhận nhân cách và công lao của Vũ Nương đối với gia đình nhà chồng,Understand
423,Từ xanh trong câu Xanh kia quyết chẳng phụ con cũng như con đã chẳng phụ mẹ dùng để chỉ cái gì,Understand
424,Nhận định nào nói đúng và đầy đủ ý nghĩa của chi tiết Vũ Nương gieo mình xuống sông tự vẫn,Evaluate
425,Vũ Nương dỗ dành con trong lúc chồng vắng nhà bằng cách nào,Understand
426,Nguyên nhân dẫn đến cái chết của Vũ Nương,Understand
427,Trương Sinh là nhân vật như thế nào,Understand
