id,question,syntax_depth
297,Đọc đoạn văn sau 1Không những đi ngược lại lí trí con người mà còn đi ngược lại cả lí trí tự nhiên nữa  2Từ khi mới nhen nhúm sự sống trên trái đất đã phải trải qua 380 triệu năm con bướm mới bay được rồi 180 triệu năm nữa bông hồng mới nở chỉ để làm đẹp mà thôi 3Trong thời đại hoàng kim này của khoa học trí tuệ con người chẳng có gì để tự hào vì nó đã phát minh ra một biện pháp chỉ cần bấm nút một cái là đưa cả quá trình vĩ đại và tốn kém đó của hàng bao nhiêu triệu năm trở lại điểm xuất phát của nó Đấu tranh cho một thế giới hòa bình Trong câu 1 của đoạn văn trên chủ ngữ đã bị tác giả lược bỏ Tìm cụm từ thích hợp nhất trong số các cụm từ dưới đây để khôi phục lại chủ ngữ cho câu,25
298,Tại sao văn bản lại được đặt tên Đấu tranh cho một thế giới hòa bình,3
299,Văn bản Đấu tranh cho một thế giới hòa bình của Mác két được coi là một văn bản nhật dụng vì,5
300,Nội dung nào không được đặt ra trong văn bản Đấu tranh cho một thế giới hòa bình,4
301,Cách lập luận nào của tác giả Máckét khiến người đọc hiểu rõ nguy cơ khủng khiếp của chiến tranh hạt nhân,5
302,Phương thức biểu đạt nào được sử dụng trong văn bản Đấu tranh cho một thế giới hòa bình,3
303,Dựa vào đặc điểm nào để khẳng định văn bản Đấu tranh cho một thế giới hòa bình vào phương thức nghị luận,5
304,Để chứng minh cho sự tốn kém vô lí của cuộc chạy đua vũ trang hạt nhân tác giả nêu số liệu so sánh Giá của 10 chiếc tàu sân bay mang vũ khí hạt nhân kiểu tàu Nimít tương đương với,9
305,Nội dung chính của văn bản Đấu tranh cho một thế giới hòa bình,5
306,Hình ảnh thanh gươm Đamôclét trong văn bản Đấu tranh cho một thế giới hòa bình có ý nghĩa gì,7
307,Chi tiết nào không đúng khi nói về chiến tranh hạt nhân phi lí và tốn kém,7
308,Văn bản này được chia làm mấy phần,4
309,Bản tuyên bố đọc tại Hội nghị cấp cao thế giới về trẻ em diễn ra năm bao nhiêu,8
311,Bản tuyên bố nói đến vấn đề nào trong đời sống xã hội,4
312,Nhận định nào nói đúng nhất về văn bản Tuyên bố thế giới về sự sống còn quyền được bảo vệ và phát triển của trẻ em,8
313,Những nhiệm vụ được đặt ra trong bản tuyên bố này,3
314,Những vấn đề bản tuyên bố đề ra trong bản tuyên bố trực tiếp liên quan đến bối cảnh thế giới vào thời điểm nào,5
315,Để làm nổi bật những khó khăn đối với trẻ em tác giả đã sử dụng phương thức lập luận nào trong phần Sự thách thức,5
316,Văn bản Tuyên bố thế giới về sự sống còn quyền được bảo vệ và phát triển của trẻ em sử dụng phương thức biểu đạt chính là gì,8
317,Đâu là giá trị nghệ thuật của văn bản Tuyên bố thế giới về sự sống còn quyền được bảo vệ và phát triển của trẻ em,6
318,Phần mở bài văn bản cần nêu ra nội dung gì,5
319,Ở phần Sự thách thức bản Tuyên bố nêu lên thực tế của trẻ em trên thế giới ra sao,6
320,Quốc tế phải nỗ lực phối hợp hành động,3
321,Ở phần Cơ hội em nhận thấy có điều gì thuận lợi trong sự bảo vệ chăm sóc trẻ em trong bối cảnh hiện nay,8
322,Đọc đoạn văn và trả lời câu hỏi Tất cả trẻ em trên thế giới đều trong trắng dễ bị tổn thương và còn phụ thuộc Đồng thời chúng hiểu biết ham hoạt động và đầy ước vọng Tuổi của chúng phải được sống trong vui tươi thanh bình được chơi được học và phát triển Tương lai của chúng phải được hình thành trong sự hòa hợp và tương trợ Chúng phải được trưởng thành khi mở rộng tầm nhìn thu nhận thêm những kinh nghiệm mới Phần in đậm trong đoạn văn nói về nội dung gì,20
323,Đọc đoạn văn và trả lời câu hỏi Tất cả trẻ em trên thế giới đều trong trắng dễ bị tổn thương và còn phụ thuộc Đồng thời chúng hiểu biết ham hoạt động và đầy ước vọng Tuổi của chúng phải được sống trong vui tươi thanh bình được chơi được học và phát triển Tương lai của chúng phải được hình thành trong sự hòa hợp và tương trợ Chúng phải được trưởng thành khi mở rộng tầm nhìn thu nhận thêm những kinh nghiệm mới Việc nhắc lại nhiều lần từ phải và được trong đoạn văn trên có tác dụng gì,20
324,Nhận định nào sau đây không phải là nhiệm vụ được đưa ra trong bản Tuyên bố thế giới về sự sống còn quyền được bảo vệ và phát triển của trẻ em,8
325,Để thực hiện được nhiệm vụ bản Tuyên bố thế giới về sự sống còn quyền được bảo vệ và phát triển của trẻ em đề cách thức hoạt động như thế nào,7
326,Các nhiệm vụ đưa ra trong bản Tuyên bố thế giới về sự sống còn quyền được bảo vệ và phát triển của trẻ em được xác định trên những cơ sở nào,5
327,Đọc đoạn trích sau và trả lời câu hỏi Tất cả trẻ em trên thế giới đều trong trắng dễ bị tổn thương và còn phụ thuộc Đồng thời chúng hiểu biết ham hoạt động và đầy ước vọng Tuổi chúng phải được sống trong vui tươi thanh bình được chơi được học và phát triển Tương lai của chúng phải được hình thành trong sự hòa hợp và tương trợ Chúng phải được trưởng thành khi được mở rộng tầm nhìn thu nhận thêm những kinh nghiệm mới SGK Ngữ văn 9  tập một Xác định phương thức biểu đạt chính được sử dụng trong đoạn văn trên,21
328,Đọc đoạn trích sau và trả lời câu hỏi Tất cả trẻ em trên thế giới đều trong trắng dễ bị tổn thương và còn phụ thuộc Đồng thời chúng hiểu biết ham hoạt động và đầy ước vọng Tuổi chúng phải được sống trong vui tươi thanh bình được chơi được học và phát triển Tương lai của chúng phải được hình thành trong sự hòa hợp và tương trợ Chúng phải được trưởng thành khi được mở rộng tầm nhìn thu nhận thêm những kinh nghiệm mới SGK Ngữ văn 9  tập một Đoạn trích trên được trích trong văn bản nào,20
329,Đọc đoạn trích sau và trả lời câu hỏi Tất cả trẻ em trên thế giới đều trong trắng dễ bị tổn thương và còn phụ thuộc Đồng thời chúng hiểu biết ham hoạt động và đầy ước vọng Tuổi chúng phải được sống trong vui tươi thanh bình được chơi được học và phát triển Tương lai của chúng phải được hình thành trong sự hòa hợp và tương trợ Chúng phải được trưởng thành khi được mở rộng tầm nhìn thu nhận thêm những kinh nghiệm mới SGK Ngữ văn 9  tập một Đại từ nào dùng để nói về trẻ em trong đoạn trích,21
330,Đọc đoạn trích sau và trả lời câu hỏi Tất cả trẻ em trên thế giới đều trong trắng dễ bị tổn thương và còn phụ thuộc Đồng thời chúng hiểu biết ham hoạt động và đầy ước vọng Tuổi chúng phải được sống trong vui tươi thanh bình được chơi được học và phát triển Tương lai của chúng phải được hình thành trong sự hòa hợp và tương trợ Chúng phải được trưởng thành khi được mở rộng tầm nhìn thu nhận thêm những kinh nghiệm mới SGK Ngữ văn 9  tập một Xác định biện pháp tu từ trong câu  Tuổi chúng phải được sống trong vui tươi thanh bình được chơi được học và phát triển,21
331,Đọc đoạn trích sau và trả lời câu hỏi Tất cả trẻ em trên thế giới đều trong trắng dễ bị tổn thương và còn phụ thuộc Đồng thời chúng hiểu biết ham hoạt động và đầy ước vọng Tuổi chúng phải được sống trong vui tươi thanh bình được chơi được học và phát triển Tương lai của chúng phải được hình thành trong sự hòa hợp và tương trợ Chúng phải được trưởng thành khi được mở rộng tầm nhìn thu nhận thêm những kinh nghiệm mới SGK Ngữ văn 9  tập một Nội dung chính của đoạn văn trên là gì,20
332,Đọc đoạn trích sau và trả lời các câu hỏi Tuy nhiên thực tế cuộc sống thời thơ ấu của nhiều trẻ em lại không như vậy Hằng ngày có vô số trẻ em khắp nơi trên thế giới bị phó mặc cho những hiểm họa làm kìm hãm sự tăng trưởng và phát triển của các cháu đó Chúng phải chịu bao nhiêu nỗi bất hạnh do bị trở thành nạn nhân của chiến tranh và bạo lực của nạn phân biệt chủng tộc chế độ acácthai của sự xâm lược chiếm đóng và thôn tính của nước ngoài Có những cháu trở thành người tị nạn sống tha hương do bị cưỡng bức phải từ bỏ gia đình cội rễ Có những cháu khác lại chịu cảnh tàn tật hoặc trở thành nạn nhân của sự lãng quên ruồng bỏ đối xử tàn nhẫn và bóc lột  Tuyên bố thế giới về sự sống còn quyền được bảo vệ và phát triển của trẻ em  SGK Ngữ văn 9  tập một Đoạn trích trên được trích trong phần nào của văn bản Tuyên bố thế giới về sự sống còn quyền được bảo vệ và phát triển của trẻ em,39
333,Đọc đoạn trích sau và trả lời các câu hỏi Tuy nhiên thực tế cuộc sống thời thơ ấu của nhiều trẻ em lại không như vậy Hằng ngày có vô số trẻ em khắp nơi trên thế giới bị phó mặc cho những hiểm họa làm kìm hãm sự tăng trưởng và phát triển của các cháu đó Chúng phải chịu bao nhiêu nỗi bất hạnh do bị trở thành nạn nhân của chiến tranh và bạo lực của nạn phân biệt chủng tộc chế độ acácthai của sự xâm lược chiếm đóng và thôn tính của nước ngoài Có những cháu trở thành người tị nạn sống tha hương do bị cưỡng bức phải từ bỏ gia đình cội rễ Có những cháu khác lại chịu cảnh tàn tật hoặc trở thành nạn nhân của sự lãng quên ruồng bỏ đối xử tàn nhẫn và bóc lột  Tuyên bố thế giới về sự sống còn quyền được bảo vệ và phát triển của trẻ em  SGK Ngữ văn 9  tập một Trong văn bản trên tác giả đã nêu lên thực tế cuộc sống của trẻ em trên thế giới ra sao,38
334,Đọc đoạn trích sau và trả lời các câu hỏi Tuy nhiên thực tế cuộc sống thời thơ ấu của nhiều trẻ em lại không như vậy Hằng ngày có vô số trẻ em khắp nơi trên thế giới bị phó mặc cho những hiểm họa làm kìm hãm sự tăng trưởng và phát triển của các cháu đó Chúng phải chịu bao nhiêu nỗi bất hạnh do bị trở thành nạn nhân của chiến tranh và bạo lực của nạn phân biệt chủng tộc chế độ acácthai của sự xâm lược chiếm đóng và thôn tính của nước ngoài Có những cháu trở thành người tị nạn sống tha hương do bị cưỡng bức phải từ bỏ gia đình cội rễ Có những cháu khác lại chịu cảnh tàn tật hoặc trở thành nạn nhân của sự lãng quên ruồng bỏ đối xử tàn nhẫn và bóc lột  Tuyên bố thế giới về sự sống còn quyền được bảo vệ và phát triển của trẻ em  SGK Ngữ văn 9  tập một Xét theo mục đích nói câu  Tuy nhiên thực tế cuộc sống thời thơ ấu của nhiều trẻ em lại không như vậy  thuộc kiểu câu gì,39
335,Đọc đoạn trích sau và trả lời các câu hỏi Tuy nhiên thực tế cuộc sống thời thơ ấu của nhiều trẻ em lại không như vậy Hằng ngày có vô số trẻ em khắp nơi trên thế giới bị phó mặc cho những hiểm họa làm kìm hãm sự tăng trưởng và phát triển của các cháu đó Chúng phải chịu bao nhiêu nỗi bất hạnh do bị trở thành nạn nhân của chiến tranh và bạo lực của nạn phân biệt chủng tộc chế độ acácthai của sự xâm lược chiếm đóng và thôn tính của nước ngoài Có những cháu trở thành người tị nạn sống tha hương do bị cưỡng bức phải từ bỏ gia đình cội rễ Có những cháu khác lại chịu cảnh tàn tật hoặc trở thành nạn nhân của sự lãng quên ruồng bỏ đối xử tàn nhẫn và bóc lột  Tuyên bố thế giới về sự sống còn quyền được bảo vệ và phát triển của trẻ em  SGK Ngữ văn 9  tập một Đoạn văn được trình bày theo cách lập luận nào,36
